"From","To","from","to"
"DDR2","DDR2",709,709
"AKT1","PFKFB3",88,2107
"PRKAA1","PFKFB3",2289,2107
"MAPK3","ARHGAP31",1645,159
"GSK3A","ARHGAP31",1163,159
"STK38","AAK1",2928,1
"CDK1","AAK1",475,1
"PLK1","KIZ",2196,1486
"EGFR","LRRK1",838,1573
"PRKCQ","CCDC88A",2306,403
"MAPK1","CRY2",1638,622
"DYRK1A","CRY2",811,622
"DYRK1A","LIN52",811,1550
"AKT1","PDCD4",88,2062
"RPS6KB1","PDCD4",2594,2062
"RPS6KB2","PDCD4",2595,2062
"MARK2","CRTC2",1664,619
"AURKB","CDCA8",229,470
"NEK2","SGO1",1859,2693
"PLK1","SGO1",2196,2693
"MAPK8","PPM1J",1649,2242
"LRRK2","LRRK2",1574,1574
"IKBKB","LRRK2",1333,1574
"CHUK","LRRK2",563,1574
"IKBKE","LRRK2",1334,1574
"TBK1","LRRK2",3003,1574
"PRKACA","LRRK2",2292,1574
"MAPK1","CEP170",1638,526
"CDC42BPA","CDC42BPA",457,457
"MAPK1","DENND4C",1638,723
"ATM","FBXO31",209,967
"ATR","E4F1",221,820
"MAPKAPK2","RCSD1",1654,2488
"MAPK1","MAST2",1638,1669
"PRKCI","LLGL2",2305,1554
"MAPK1","PDXDC1",1638,2092
"PLK1","BORA",2196,296
"ULK3","ULK3",3226,3226
"MAPK1","LARP1",1638,1519
"RPS6KB1","RICTOR",2594,2529
"SIK1","CRTC3",2719,620
"SIK1","CRTC1",2719,618
"PRKCA","CSPG4",2299,640
"MAPK1","GIGYF2",1638,1093
"FYN","AATK",1050,5
"MAPK1","RIPOR1",1638,2541
"ABL1","PIK3AP1",12,2140
"AKT2","STXBP4",90,2945
"MAPK1","RAPH1",1638,2446
"ABL1","RAPH1",12,2446
"PLK1","CENPU",2196,523
"GSK3B","MARK2",1164,1664
"PRKD1","MARK2",2308,1664
"CAMK1","MARK2",346,1664
"STK11","MARK2",2912,1664
"TAOK1","MARK2",2990,1664
"PRKCI","MARK2",2305,1664
"PRKCZ","MARK2",2307,1664
"MAPKAPK2","LPCAT2",1654,1562
"MARK2","RAB11FIP2",1664,2400
"STK3","MOB1B",2920,1744
"ATM","RRM2B",209,2605
"PRKACA","KCNK18",2292,1443
"AKT1","ARHGAP22",88,155
"MAPK1","RAI1",1638,2426
"PAK1","NET1",2021,1871
"AKT1","SH3RF1",88,2706
"AKT2","SH3RF1",90,2706
"AKT1","TBC1D1",88,2996
"PRKAA2","TBC1D1",2290,2996
"PRKAA1","TBC1D1",2289,2996
"MAPK1","RSPH3",1638,2611
"CHEK1","TLK2",552,3066
"MAPK1","NOXA1",1638,1925
"MAPK14","NOXA1",1643,1925
"MAPK1","PHLDB1",1638,2131
"AKT1","ALYREF",88,100
"CHUK","TAX1BP1",563,2995
"MAPK3","ZC3HC1",1645,3349
"MAPK1","ZC3HC1",1638,3349
"TBK1","STING1",3003,2909
"PRKCE","TICAM2",2302,3054
"AKT1","PPARGC1B",88,2234
"CAMKK2","CAMK1D",355,347
"ATM","SIAH1",209,2715
"ATR","SIAH1",221,2715
"MAPK1","RELL1",1638,2497
"MAPK1","AEBP1",1638,60
"MAPK1","AHNAK2",1638,70
"EGFR","CCDC50",838,398
"PRKACA","MAPKAPK5",2292,1656
"MAPK13","MAPKAPK5",1642,1656
"MAPK1","MAPKAPK5",1638,1656
"MAPK4","MAPKAPK5",1646,1656
"MAPK12","MAPKAPK5",1641,1656
"MAPK6","MAPKAPK5",1647,1656
"BRSK2","BRSK2",308,308
"AURKB","SKA3",229,2733
"MAPK1","SUPV3L1",1638,2958
"MAPK1","ABI1",1638,11
"CAMK2A","ABI1",349,11
"ABL1","ABI1",12,11
"MAPK1","MYOCD",1638,1800
"ATM","TTC5",209,3171
"MAPK3","RPTOR",1645,2598
"RPS6KA3","RPTOR",2590,2598
"RPS6KA1","RPTOR",2588,2598
"MAPK11","RPTOR",1640,2598
"MAPK1","REXO1",1638,2505
"MINK1","MINK1",1725,1725
"PLK1","KIF2B",2196,1477
"RET","AFAP1L2",2502,62
"WNK1","SYT2",3297,2971
"AKT1","HJURP",88,1258
"MAPK1","DDHD1",1638,706
"PRKD1","TRPV1",2308,3152
"CHEK1","NEK11",552,1858
"NEK9","NEDD1",1866,1848
"MAPK13","MAFA",1642,1591
"ATM","COP1",209,601
"PIM1","RP9",2149,2565
"ATM","SMARCC2",209,2789
"ATR","SMARCC2",221,2789
"MTOR","DEPTOR",1765,727
"PRKDC","PNPT1",2311,2213
"BRSK1","BRSK1",307,307
"CAMKK1","BRSK1",354,307
"MAPK14","SP7",1643,2837
"MAPK1","DLG5",1638,749
"MAPK1","SNED1",1638,2810
"PRKCI","PARD3",2305,2034
"AURKA","PARD3",227,2034
"YES1","PARD3",3327,2034
"AURKB","GSG2",229,1162
"PRKACA","GRK7",2292,1158
"GRK7","GRK7",1158,1158
"MARK3","HDAC7",1665,1236
"MARK2","HDAC7",1664,1236
"SYK","BLNK",2963,283
"AKT1","PALLD",88,2027
"AKT2","PALLD",90,2027
"EPHB1","CASKIN1",901,370
"PRKD1","SSH1",2308,2885
"CAMK2D","SSH1",351,2885
"CAMK2D","TTN",351,3175
"EGFR","SHC3",838,2709
"AKT1","TOPBP1",88,3094
"IKBKB","TSC1",1333,3157
"SGK1","NDRG1",2688,1839
"GSK3B","NDRG1",1164,1839
"ATM","DYRK2",209,813
"MAP3K10","DYRK2",1615,813
"DYRK2","DYRK2",813,813
"MAPK1","ESR2",1638,927
"CAMK2D","RYR2",351,2624
"CHUK","CREBBP",563,610
"EPHB2","NRCAM",902,1955
"EPHB1","NRCAM",901,1955
"PRKACA","FRAT1",2292,1037
"IKBKE","TANK",1334,2989
"AKT1","CELF1",88,516
"CDK4","CELF1",491,516
"MAPK7","NEUROG1",1648,1873
"ATR","ARHGEF1",221,166
"JAK2","ARHGEF1",1403,166
"MAPK1","GATA6",1638,1078
"PRKD1","MAP4K1",2308,1631
"RAF1","BAD",2424,239
"BRAF","BAD",297,239
"PRKCI","BAD",2305,239
"PRKG1","BAD",2312,239
"PRKD1","BAD",2308,239
"CAMK2G","BAD",352,239
"PAK4","BAD",2024,239
"MAPK8","BAD",1649,239
"RPS6KA3","BAD",2590,239
"PRKCE","BAD",2302,239
"PRKCQ","BAD",2306,239
"PAK6","BAD",2025,239
"RPS6KB1","BAD",2594,239
"ATM","KHSRP",209,1466
"AKT2","KHSRP",90,1466
"MAPK11","KHSRP",1640,1466
"MAPK14","KHSRP",1643,1466
"AURKA","ARHGEF2",227,169
"PAK4","ARHGEF2",2024,169
"MARK2","ARHGEF2",1664,169
"TBK1","IRF7",3003,1375
"PRKCE","KAT5",2302,1416
"MAPK8","STMN2",1649,2935
"MAPK10","STMN2",1639,2935
"MAPK1","RBPMS",1638,2483
"MAP3K5","ZNF622",1625,3370
"ROCK2","PPP1R14A",2559,2250
"PRKACA","PPP1R14A",2292,2250
"PAK1","PPP1R14A",2021,2250
"DYRK3","AKT1S1",814,89
"PIM1","AKT1S1",2149,89
"AKT1","AKT1S1",88,89
"MAPK1","ATG2B",1638,204
"AURKB","CHMP4C",229,556
"TBK1","OPTN",3003,1997
"AAK1","AP2M1",1,124
"PRKCB","ORAI1",2300,1998
"MAPK8","SIRT1",1649,2727
"CAMKK2","SIRT1",355,2727
"DYRK1A","SIRT1",811,2727
"MAPK1","DAZAP1",1638,685
"AKT2","EDC3",90,825
"TBK1","PELI1",3003,2098
"MAPK1","CDCA5",1638,468
"AURKB","AURKB",229,229
"CLK1","RBM17",581,2469
"MAPK8","ITCH",1649,1383
"PRKACA","ITCH",2292,1383
"FYN","KIRREL1",1050,1484
"JAK3","SIGLEC10",1404,2718
"MAPK1","BMF",1638,286
"MAPK1","DNAJC30",1638,759
"MINK1","PRICKLE1",1725,2288
"PTK6","ARAP1",2360,146
"MAPK1","ARHGEF17",1638,168
"SGK3","NEDD4L",2691,1850
"PRKD1","DLC1",2308,743
"STK38","RAB3IP",2928,2406
"STK38","PANX2",2928,2032
"ATM","UIMC1",209,3223
"CDK5","CAMKK2",492,355
"DAPK1","CAMKK2",680,355
"CAMKK2","CAMKK2",355,355
"PLK4","TUBGCP6",2199,3185
"AKT1","TP53RK",88,3100
"SRPK1","SRPK1",2870,2870
"PRKDC","DCLRE1C",2311,698
"BMX","RUFY1",291,2616
"PAK1","SPEN",2021,2845
"MAPK14","PSMD1",1643,2344
"AKT1","AGAP2",88,64
"FYN","AGAP2",1050,64
"MAPK14","CDX2",1643,510
"CDK1","RAD9A",475,2423
"AKT1","PKMYT1",88,2173
"MAPK8","PKMYT1",1649,2173
"AURKB","KIF2C",229,1478
"PLK1","KIF2C",2196,1478
"PIM1","MAP3K5",2149,1625
"AKT2","MAP3K5",90,1625
"PDPK1","MAP3K5",2089,1625
"MAP3K6","MAP3K5",1626,1625
"MELK","MAP3K5",1711,1625
"JAK2","MAP3K5",1403,1625
"AKT1","PITX2",88,2165
"AKT2","PITX2",90,2165
"IKBKB","DOK1",1333,774
"ABL1","DOK1",12,774
"ATR","RBBP8",221,2463
"FGR","ACO2",994,28
"PRKCD","VRK1",2301,3276
"ATM","NABP2",209,1806
"MAPK1","MYBBP1A",1638,1774
"MAPK1","GORASP1",1638,1126
"MAPK3","SULT4A1",1645,2952
"STK25","CCM2",2918,405
"PRKD3","RTKN",2310,2613
"PRKD1","RTKN",2308,2613
"PRKD2","RTKN",2309,2613
"MAPK14","MKNK1",1643,1731
"STK25","PDCD10",2918,2061
"CHUK","TRAF4",563,3117
"AKT1","PHF20",88,2122
"PLK1","RIOK2",2196,2535
"MAPK1","SSBP3",1638,2884
"ABL1","SORBS1",12,2826
"TSSK1B","TSSK1B",3163,3163
"STK38","RAB11FIP5",2928,2402
"PRKCB","CARD11",2300,365
"PRKCQ","CARD11",2306,365
"MARK2","PINK1",1664,2155
"CDK1","NUSAP1",475,1984
"CHEK1","FANCD2",552,953
"ATR","FANCD2",221,953
"PAK6","PACSIN1",2025,2015
"RPS6KB1","POLDIP3",2594,2217
"CDK1","NIFK",475,1896
"MAPK3","IRX2",1645,1379
"MAPK1","IRX2",1638,1379
"PRKCA","PRKD2",2299,2309
"PRKCH","PRKD2",2304,2309
"PRKCE","PRKD2",2302,2309
"TYK2","PRKD2",3192,2309
"AKT1","NIBAN1",88,1893
"MAPK1","TNKS1BP1",1638,3083
"MAPK1","TANC1",1638,2988
"CDK1","NDEL1",475,1837
"AURKA","NDEL1",227,1837
"AKT1","ANKRD2",88,114
"AKT2","ANKRD2",90,114
"LATS1","WWTR1",1526,3307
"LATS2","WWTR1",1527,3307
"PRKACA","AICDA",2292,73
"PRKAA1","KLC2",2289,1488
"MAPK1","XRN2",1638,3322
"PLK1","RACGAP1",2196,2413
"AKT2","SIK2",90,2720
"MAPKAPK2","MYLK2",1654,1792
"MAPK8","CDT1",1649,509
"PRKCD","CARD9",2301,366
"ATM","TAOK3",209,2992
"HIPK2","TP63",1253,3101
"CDK2","TP63",487,3101
"AKT1","DNAJC5",88,760
"PRKACA","MAP1LC3A",2292,1602
"WNK1","WNK1",3297,3297
"WNK3","WNK1",3299,3297
"WNK2","WNK1",3298,3297
"SGK1","WNK1",2688,3297
"AKT1","WNK1",88,3297
"PLK3","PLK3",2198,2198
"ITK","DEF6",1394,720
"AKT1","RGCC",88,2509
"AKT1","RANBP3",88,2436
"STK4","MOB1A",2931,1743
"PRKCI","ECT2",2305,824
"MAPK3","GORASP2",1645,1127
"MAPK1","NANOG",1638,1810
"CDK1","NANOG",475,1810
"PTK2","NANOG",2358,1810
"PLK1","CLSPN",2196,586
"ATM","PIDD1",209,2139
"CHEK1","FANCE",552,954
"AKT1","BEX1",88,274
"MAPK1","MKNK2",1638,1732
"PRKACA","APOBEC3G",2292,134
"PLK2","CENPJ",2197,521
"PLK4","CENPJ",2199,521
"PRKG1","TRPC7",2312,3146
"LCK","SH2D2A",1530,2697
"CAMK1","GCM1",346,1082
"PRKACA","DYNLRB1",2292,810
"TGFBR2","PARD6A",3042,2035
"PRKACA","KCNK9",2292,1445
"PRKCD","NLRC4",2301,1905
"TNIK","TCF7L2",3079,3013
"NLK","TCF7L2",1904,3013
"MAPKAPK2","RTN4",1654,2614
"MAPK1","RTN4",1638,2614
"IKBKE","CYLD",1334,663
"ATM","AVEN",209,231
"CDK1","INCENP",475,1352
"MARK2","KIF13B",1664,1469
"PAK6","PAK6",2025,2025
"DYRK4","DYRK4",815,815
"MAPK3","SPHK2",1645,2847
"MAPK1","SPHK2",1638,2847
"PRKD3","SPHK2",2310,2847
"MAPK1","EIF4ENIF1",1638,859
"PRKACA","DUOX1",2292,795
"CHEK1","LATS2",552,1527
"CHEK2","LATS2",553,1527
"AURKA","LATS2",227,1527
"LATS2","LATS2",1527,1527
"STK3","LATS2",2920,1527
"FYN","ARHGAP35",1050,161
"ABL2","ARHGAP35",13,161
"PTK6","ARHGAP35",2360,161
"STK4","RASSF1",2931,2457
"ATR","RASSF1",221,2457
"ATM","RASSF1",209,2457
"PLK1","TOPORS",2196,3095
"CAMK2A","HOMER3",349,1288
"MAPK1","SLX9",1638,2779
"ATM","TDP1",209,3015
"MAPK1","TBC1D23",1638,2997
"TLK2","ASF1B",3066,189
"LYN","PAG1",1583,2017
"IRAK4","IRAK4",1369,1369
"PRKACA","CHCHD3",2292,549
"ATM","AATF",209,4
"MAPKAPK2","AATF",1654,4
"MAPK9","RRN3",1652,2606
"PLK2","PLK2",2197,2197
"MAPK1","GTSE1",1638,1174
"TNK2","WWOX",3081,3306
"CDK1","PTTG2",475,2385
"AKT1","EIF2AK3",88,846
"AKT2","EIF2AK3",90,846
"MAPK1","KCND2",1638,1429
"MAPK1","RAI14",1638,2427
"AKT1","SH3BP4",88,2700
"PIM2","PIM2",2150,2150
"HIPK2","ZBTB4",1253,3343
"EIF2AK4","EIF2AK4",847,847
"PLK1","ATXN10",2196,224
"STK38","PI4KB",2928,2134
"PRKD1","PI4KB",2308,2134
"PRKD2","PI4KB",2309,2134
"AKT1","PPARGC1A",88,2233
"PRKACA","ARPP21",2292,180
"EGFR","HDAC6",838,1235
"PRKCB","RPS6KB2",2300,2595
"ATR","DBF4",221,687
"ATM","DBF4",209,687
"ATM","DAXX",209,684
"HIPK1","DAXX",1252,684
"WNK4","STK39",3300,2930
"WNK1","STK39",3297,2930
"STK39","STK39",2930,2930
"PTK6","STAP2",2360,2895
"TBK1","TBK1",3003,3003
"WNK1","SLC12A6",3297,2747
"PRKG1","DAPK2",2312,681
"CHEK1","ERRFI1",552,924
"CDK1","ING1",475,1354
"PRKACA","APPL1",2292,137
"PLK1","FBXO5",2196,970
"AURKB","HDAC9",229,1238
"AKT1","ACIN1",88,25
"SRPK2","ACIN1",2871,25
"MAPKAPK2","AGO2",1654,66
"PRKG2","HCN2",2313,1227
"MAPK14","TAOK2",1643,2991
"TAOK2","TAOK2",2991,2991
"PTK2B","ASAP1",2359,184
"MAPK1","TPX2",1638,3112
"PRKACA","GUCA1B",2292,1175
"AKT1","NDRG2",88,1840
"MAPK1","ARHGAP26",1638,158
"MAPK1","EXOC7",1638,938
"MAPK9","MAPK8IP3",1652,1651
"ABL1","WASF3",12,3284
"CDK7","ICK",496,1315
"CHEK2","CDK11A",553,477
"GSK3B","CTNND2",1164,650
"AKT1","CTNND2",88,650
"HCK","GAB2",1225,1058
"JAK2","GAB2",1403,1058
"MAPK14","SCN8A",1643,2645
"ATM","SMC3",209,2792
"SIK1","HDAC5",2719,1234
"PRKAA1","HDAC5",2289,1234
"AURKB","HDAC5",229,1234
"PRKACA","HDAC5",2292,1234
"DYRK1B","HDAC5",812,1234
"PRKD3","HDAC5",2310,1234
"CAMK2D","HDAC5",351,1234
"PRKD2","HDAC5",2309,1234
"PKN1","HDAC5",2174,1234
"ATR","POLH",221,2218
"CHUK","FOXA2",563,1024
"TLK2","ASF1A",3066,188
"STK16","DRG1",2913,783
"STK24","STK38L",2917,2929
"AKT1","PIKFYVE",88,2148
"AKT1","CARHSP1",88,367
"PRKD3","GIT1",2310,1095
"PRKD1","PTRH2",2308,2381
"AKT1","CBY1",88,395
"AKT2","CBY1",90,395
"PRKACA","HCN4",2292,1228
"MAPK1","CEP170B",1638,527
"PRKCQ","RAPGEF2",2306,2444
"PRKCB","IRS2",2300,1377
"MAPK8","IRS2",1649,1377
"MAPK1","IRS2",1638,1377
"AKT2","MYO5A",90,1797
"MAPK1","CRYBG1",1638,624
"PRKD1","COL4A3BP",2308,600
"MAPK8","MAFB",1649,1592
"TNK2","SNX9",3081,2820
"PRKCE","SCN10A",2302,2643
"MAPK14","SCN10A",1643,2643
"MAPK1","CACNG2",1638,339
"MAPK14","CACNG2",1643,339
"AURKA","TACC3",227,2978
"PRKACA","STK24",2292,2917
"STK24","STK24",2917,2917
"PRKG1","IRAG1",2312,1365
"MAPK1","DYNC1LI1",1638,808
"IKBKE","IKBKG",1334,1335
"ATM","IKBKG",209,1335
"MAPK8","NCOA3",1649,1830
"MAPK6","NCOA3",1647,1830
"STK39","SLC4A4",2930,2761
"MAPK1","WASF2",1638,3283
"ABL1","WASF2",12,3283
"MAPK1","PITPNM1",1638,2164
"CDK1","DDX3X",475,715
"LCK","SOCS3",1530,2822
"CDK1","CHEK1",475,552
"SRC","PLSCR1",2863,2202
"SRC","SPRY2",2863,2856
"MAPK11","HBP1",1640,1224
"FGFR1","SYNCRIP",990,2968
"CDK2","SF3B1",487,2684
"ATM","NFAT5",209,1876
"PAK1","SNAI1",2021,2799
"TTK","CHEK2",3173,553
"TTK","ABL1",3173,12
"MAPK3","FOS",1645,1019
"SRC","GAST",2863,1073
"MAP4K2","PRH1",1632,2287
"MAPK3","ESR1",1645,926
"CDK2","TK1",487,3062
"CHEK2","TP53",553,3097
"CDK7","TP53",496,3097
"TTK","TP53",3173,3097
"SYK","ITGB3",2963,1389
"VRK1","JUN",3276,1408
"CDK1","KRT8",475,1510
"SRC","GSN",2863,1165
"CDK2","PGR",487,2116
"MAPK3","PGR",1645,2116
"MAPK1","PGR",1638,2116
"SRC","ENO1",2863,883
"SRC","ANXA2",2863,119
"IGF1R","ADRB2",1329,57
"MAPK3","MYB",1645,1773
"SRC","RRAS",2863,2601
"SRC","ARAF",2863,145
"MAPK3","THRB",1645,3051
"MAPK1","THRB",1638,3051
"JAK2","GHR",1403,1091
"LYN","MAP2",1583,1606
"MAPK3","TOP2A",1645,3092
"MAPK1","TOP2A",1638,3092
"CDK1","PTHLH",475,2357
"MAPK3","NCF1",1645,1821
"CDK7","POU2F1",496,2226
"PAK1","BRAF",2021,297
"CDK1","MYOD1",475,1801
"JAK1","IFNGR1",1402,1328
"SRC","PLCG2",2863,2185
"MAPK1","CAPN2",1638,362
"MAPK3","CEBPB",1645,513
"SRC","CDH2",2863,473
"PAK1","GNAZ",2021,1121
"ROCK1","MYL12A",2558,1787
"LYN","EPOR",1583,908
"PAK3","TNNI3",2023,3084
"MAPK3","RXRA",1645,2621
"MAP2K4","RXRA",1610,2621
"LCK","CD33",1530,431
"FYN","CD247",1050,426
"PAK1","FLNA",2021,1008
"SRC","KCNA3",2863,1422
"MAPK3","RPS3",1645,2585
"DAPK3","MYL9",682,1790
"PAK2","MYL9",2022,1790
"EGFR","MYL9",838,1790
"MAPK3","POLR2A",1645,2222
"MAPK1","POLR2A",1638,2222
"MAPK3","CAD",1645,340
"SRC","PIK3R1",2863,2144
"SRC","PTPN6",2863,2372
"FLT4","SHC1",1014,2708
"TYK2","TYK2",3192,3192
"CDK1","CDC27",475,453
"PLK1","CDC27",2196,453
"CDK1","WEE1",475,3293
"SRC","BDKRB2",2863,270
"LYN","FCGR2C",1583,977
"CDK2","TTK",487,3173
"TTK","TTK",3173,3173
"PAK2","NF2",2022,1875
"PLK1","IRS1",2196,1376
"MAP3K8","MAP2K2",1628,1608
"SRC","CHRNA7",2863,560
"CDK1","SREBF1",475,2865
"TTK","HSPA9",3173,1301
"CDK2","CDKN1A",487,504
"MAP3K5","CDKN1A",1625,504
"DAPK3","RPL13A",682,2572
"IRAK1","STAT3",1366,2900
"ALK","STAT3",95,2900
"MAPK11","HNF4A",1640,1274
"JAK2","CCR2",1403,419
"SRC","STAT1",2863,2898
"MAPK3","STAT5A",1645,2902
"MAPK1","STAT5A",1638,2902
"SRC","STAT5A",2863,2902
"MAPK14","CASP3",1643,373
"ITK","TEC",1394,3017
"MAPK1","NR4A2",1638,1947
"MAP3K5","MAP2K4",1625,1610
"CDK1","RANGAP1",475,2438
"MAPK6","IER3",1647,1323
"MAP2K3","MAP2K3",1609,1609
"CDK1","IREB2",475,1370
"ROCK1","SOX9",2558,2834
"SRC","PXN",2863,2387
"SRC","ARRB1",2863,181
"MAPK3","CEBPA",1645,512
"MAPK3","GSK3B",1645,1164
"ATM","LIG4",209,1543
"CDK7","CDK7",496,496
"SYK","DUSP3",2963,799
"HCK","STAT5B",1225,2903
"MAPK3","RPS6KA3",1645,2590
"FGFR1","RPS6KA3",990,2590
"LCK","VAV2",1530,3260
"EPHB2","EFNB2",902,837
"INSR","BLVRA",1359,284
"CDK1","CASP9",475,377
"MAPK3","MAZ",1645,1678
"FGFR1","BCAR1",990,256
"ROCK1","PTEN",2558,2351
"LCK","PTEN",1530,2351
"SRC","CDC42",2863,456
"MAPK3","HNRNPK",1645,1283
"MAPK8","HNRNPK",1649,1283
"TYK2","RACK1",3192,2414
"LYN","CSNK2A1",1583,636
"VRK1","H3C1",3276,1213
"DAPK3","H3C1",682,1213
"MAPK3","ADAM17",1645,42
"SRC","CLTC",2863,588
"CDK1","MAP2K1",475,1607
"MAPK1","RELA",1638,2495
"DYRK1A","DNM1",811,762
"CDK1","PRDX1",475,2280
"MAPK14","KHDRBS1",1643,1465
"MAPK8","BCL2L1",1649,262
"CDK4","RBL2",491,2466
"CDK6","RBL2",495,2466
"CDK2","RBL2",487,2466
"MAP4K1","LCP2",1631,1532
"MAPK1","PAK1",1638,2021
"LCK","SLAMF1",1530,2739
"LYN","SLAMF1",1583,2739
"MAPK3","GRB10",1645,1140
"CDK1","ORC1",475,1999
"HCK","ADAM15",1225,41
"SRC","ADAM15",2863,41
"MAPK3","SMAD4",1645,2783
"PLK1","PIN1",2196,2153
"TYK2","IL10RA",3192,1338
"ILK","NACA",1347,1807
"LCK","SPTAN1",1530,2858
"SRC","RAPGEF1",2863,2443
"SRC","DAG1",2863,676
"FGFR1","CTTN",990,654
"SYK","PTK2B",2963,2359
"FYN","ITPR1",1050,1398
"CDK1","ESPL1",475,925
"MAPK14","CASP8",1643,376
"CDK1","KIF22",475,1474
"MAPK3","NFATC4",1645,1880
"MAPK1","NFATC4",1638,1880
"MAPK3","MED1",1645,1702
"MAPK1","MED1",1638,1702
"MAPK3","NCOA1",1645,1828
"BMPR1B","SMAD2",290,2781
"BMPR1B","SMAD1",290,2780
"CDK5","STXBP2",492,2944
"MAPK3","DUSP6",1645,802
"TTK","CDCA8",3173,470
"ALK","ZC3HC1",95,3349
"FYN","SKAP1",1050,2734
"MAPK9","MAPKAPK5",1652,1656
"CDK1","SIRT2",475,2728
"CDK1","RPTOR",475,2598
"ILK","PPP1R14C",1347,2252
"CDK1","MPLKIP",475,1749
"CDK2","ATRIP",487,222
"SRC","WASF1",2863,3282
"ATM","RAD50",209,2419
"DAPK3","PPP1R14A",682,2250
"ILK","PPP1R14A",1347,2250
"ILK","PPP1R14B",1347,2251
"FYN","ITCH",1050,1383
"LCK","SIGLEC10",1530,2718
"ITK","SIGLEC10",1394,2718
"TLK1","RAD9A",3065,2423
"PTK2","SH3GL1",2358,2702
"SRC","SH3GL1",2863,2702
"AAK1","AP1M1",1,122
"CDK1","ANAPC1",475,107
"PLK1","ANAPC1",2196,107
"MAPK14","PAK6",1643,2025
"MAP2K6","PAK6",1612,2025
"MAPK3","RRN3",1645,2606
"PAK7","PAK7",2026,2026
"PLK1","ANAPC4",2196,108
"ICK","ICK",1315,1315
"MAPK9","MAPK8IP1",1652,1650
"PLK1","DVL2",2196,805
"ATM","BUB1",209,315
"GTF2F1","BUB1",1171,315
"PLK1","BUB1",2196,315
"BUB1","BUB3",315,317
"GTF2F1","BUB1B",1171,316
"GTF2F1","ESR1",1171,926
"TAF1","TP53",2980,3097
"BUB1","H2AC11",315,1187
"GSK3B","H1-5",1164,1185
"GTF2F1","NFKBIA",1171,1886
"GTF2F1","DNMT1",1171,765
"GTF2F1","AKT1",1171,88
"GTF2F1","CTNNB1",1171,648
"PAK1","CTNNB1",2021,648
"GTF2F1","YAP1",1171,3323
"GTF2F1","CENPA",1171,517
"CHEK1","BRCA2",552,299
"CHEK2","BRCA2",553,299
"CHEK1","BLM",552,282
"GTF2F1","HSF1",1171,1294
"CDK1","FOXO1",475,1032
"GTF2F1","BECN1",1171,272
"GTF2F1","SMAD2",1171,2781
"MAP2K1","SMAD2",1607,2781
"TTK","KNL1",3173,1502
"CHEK1","AURKB",552,229
"CSNK1D","NCOA3",631,1830
"ABL1","NCOA3",12,1830
"SGK1","SGK1",2688,2688
"PRKAA1","DNM1L",2289,763
"AKT1","SLC9A3R1",88,2770
"PIM1","CHEK1",2149,552
"AURKA","AURKA",227,227
"SRC","AURKA",2863,227
"NUAK1","PPP1R12A",1969,2246
"SRC","GAK",2863,1068
"PRKAA2","MDM4",2290,1698
"PLK1","AXIN1",2196,233
"PRKAA1","FANCA",2289,952
"LRRK2","HDAC3",1574,1232
"PINK1","HDAC3",2155,1232
"SRC","TLR3",2863,3068
"CDK2","SUV39H1",487,2959
"LCK","LAT",1530,1524
"PLK1","NUAK1",2196,1969
"GSK3B","KDM1A",1164,1455
"SGK1","TBC1D4",2688,2998
"RPS6KA1","TBC1D4",2588,2998
"PRKCE","CTNND1",2302,649
"VRK1","NBN",3276,1812
"ULK1","ULK1",3224,3224
"ATR","WDHD1",221,3289
"PLK1","SUN1",2196,2953
"AURKB","KIF20A",229,1472
"ATM","SNAI1",209,2799
"ERBB2","LDHA",913,1533
"SRC","LDHA",2863,1533
"CSNK1A1","MYC",629,1778
"DYRK1A","MYC",811,1778
"PRKCA","IL2RA",2299,1343
"GSK3B","ESR1",1164,926
"PLK1","RAF1",2196,2424
"PRKCA","ANXA1",2299,118
"RPS6KA3","TP53",2590,3097
"ROCK1","TP53",2558,3097
"PAK4","TP53",2024,3097
"MAP2K4","TP53",1610,3097
"RPS6KB1","TP53",2594,3097
"CSK","JUN",628,1408
"AURKA","NPM1",227,1931
"GRK5","NPM1",1156,1931
"GSK3B","SP1",1164,2835
"GTF2F1","SP1",1171,2835
"PLK1","VIM",2196,3272
"AKT1","KRT19",88,1508
"RPS6KB2","HNRNPA1",2595,1276
"AURKB","H1-4",229,1184
"CDK1","BCL2",475,261
"FYN","CD28",1050,428
"PRKCB","VDR",2300,3267
"PRKCD","CDH1",2301,472
"SRC","XRCC6",2863,3321
"GTF2F1","CFTR",1171,542
"LYN","CFTR",1583,542
"AURKB","PKM",229,2172
"ALK","PKM",95,2172
"MAP2K1","MYOD1",1607,1801
"PRKCA","ATF2",2299,196
"MAPK12","ATF2",1641,196
"PRKAA1","NME1",2289,1908
"GSK3B","PRLR",1164,2318
"CDK1","GJA1",475,1097
"CDK2","CEBPB",487,513
"RPS6KA3","ATF1",2590,195
"SRC","HK1",2863,1259
"MTOR","TFEB",1765,3035
"ROR1","ERBB3",2560,914
"PRKD1","OSBP",2308,2002
"MELK","EIF4B",1711,856
"GSK3B","PAX3",1164,2044
"LYN","CDK2",1583,487
"CDK1","MCM3",475,1686
"GRK6","NFKBIA",1157,1886
"PBK","NFKBIA",2047,1886
"SYK","NFKBIA",2963,1886
"GRK5","MSN",1156,1756
"CDK5","APEX1",492,130
"AKT1","CDC25B",88,450
"MAPK3","CDC25C",1645,451
