"Kinase","Substrate","Group"
"MAPK1","PML","CMGC"
"CSNK2A1","PML","CMGC"
"MAPK3","PML","CMGC"
"CSNK2A1","EEF1D","CMGC"
"PRKCA","AQP1","AGC"
"MAPK1","PRDX6","CMGC"
"CDK2","RPL12","CMGC"
"CSNK2A1","CDC27","CMGC"
"PRKAA2","CDC27","CAMK"
"GSK3B","CCND2","CMGC"
"GSK3B","CCND3","CMGC"
"CDK2","WEE1","CMGC"
"CDK2","CDC25A","CMGC"
"RPS6KA1","CDC25A","AGC"
"GSK3B","CDC25A","CMGC"
"CHEK1","CDC25B","CAMK"
"RPS6KA1","CDC25B","AGC"
"MAPK10","CDC25C","CMGC"
"CDK2","CDC25C","CMGC"
"CSNK2A1","CDC25C","CMGC"
"GSK3B","PPIF","CMGC"
"CSNK2A1","CLIP1","CMGC"
"PLK1","CLIP1","OTHER"
"PRKCA","CLIP1","AGC"
"PLK1","SRI","OTHER"
"CDK5","CORO1A","CMGC"
"MAPKAPK5","MAPK4","CAMK"
"PRKG1","SLC6A4","AGC"
"MTOR","AKT1","ATYPICAL"
"IKBKB","YWHAB","OTHER"
"MAPK9","SFN","CMGC"
"MAPK10","SFN","CMGC"
"MAP2K1","ARRB2","STE"
"GSK3B","CIITA","CMGC"
"CSNK2A1","ABCC1","CMGC"
"STK4","H2BC3","STE"
"RPS6KA3","H2BC3","AGC"
"CHEK2","TTK","CAMK"
"CSNK2A1","CTNNA1","CMGC"
"CSNK1E","CTNNB1","CK1"
"CSNK1A1L","CTNNB1","CK1"
"CAMK2B","CTNNB1","CAMK"
"PAK4","CTNNB1","STE"
"PRKCD","CTNNB1","AGC"
"PLK1","CTNNB1","OTHER"
"SRC","NOS2","TK"
"PRKACA","NF2","AGC"
"PRKCA","HRH1","AGC"
"PRKG1","HRH1","AGC"
"CAMK2A","HRH1","CAMK"
"CAMK2A","OPRM1","CAMK"
"PRKCA","RORA","AGC"
"MAPK1","RORA","CMGC"
"PRKACA","IRS1","AGC"
"PRKCA","IRS1","AGC"
"MTOR","IRS1","ATYPICAL"
"MAPK9","IRS1","CMGC"
"MAP2K1","IRS1","STE"
"MAP2K7","IRS1","STE"
"INSR","IRS1","TK"
"CSNK2A1","MYH9","CMGC"
"PRKCA","ADD1","AGC"
"PRKCZ","ADD1","AGC"
"PRKCA","ADD2","AGC"
"PRKCZ","ADD2","AGC"
"CSNK2A1","DEK","CMGC"
"SRC","CHKA","TK"
"RAF1","MAP2K2","TKL"
"AKT1","LONP1","AGC"
"PKN1","PGM1","AGC"
"ACVR2B","ACVR1B","TKL"
"PRKACA","SREBF1","AGC"
"PRKAA2","SREBF1","CAMK"
"GSK3B","SREBF1","CMGC"
"MAPK3","PPARG","CMGC"
"MAPK1","TAGLN2","CMGC"
"CSNK1A1","SNCA","CK1"
"PLK1","SNCA","OTHER"
"LRRK2","SNCA","TKL"
"CDK1","BRCA1","CMGC"
"GSK3B","CDKN1A","CMGC"
"PRKCA","CDKN1A","AGC"
"CHEK2","VHL","CAMK"
"MTOR","STAT3","ATYPICAL"
"MAP3K1","STAT3","STE"
"MAPK14","STAT3","CMGC"
"CSNK2A1","CCNF","CMGC"
"CDK18","AQP2","CMGC"
"MAPK3","BCL6","CMGC"
"PRKAA1","HNF4A","CAMK"
"SRC","HNF4A","TK"
"CAMK2B","STAT1","CAMK"
"IKBKE","STAT1","OTHER"
"TBK1","STAT6","OTHER"
"MAPK14","EPS15","CMGC"
"PRKDC","CASP2","ATYPICAL"
"CSNK2A1","CASP2","CMGC"
"IKBKB","CDKN2A","OTHER"
"CDK5","HTT","CMGC"
"SGK1","HTT","AGC"
"CHEK1","SYK","CAMK"
"CSNK1D","KIR3DL1","CK1"
"PRKCG","KIR3DL1","AGC"
"PRKCE","KIR3DL1","AGC"
"CSNK2A1","CBX5","CMGC"
"CSNK2A1","MAPK9","CMGC"
"MAP3K1","MAP2K4","STE"
"UHMK1","CDKN1B","OTHER"
"SGK1","CDKN1B","AGC"
"AKT2","CDKN1B","AGC"
"CDK1","CDKN1B","CMGC"
"MAPK3","CDKN1B","CMGC"
"TAOK1","MAP2K3","STE"
"MAP3K5","MAP2K3","STE"
"MAP3K3","MAP2K3","STE"
"TAOK2","MAP2K3","STE"
"STK38","YAP1","AGC"
"CSNK1D","YAP1","CK1"
"CSNK1E","YAP1","CK1"
"MARK2","UTRN","CAMK"
"PRKCA","IQGAP1","AGC"
"MAPK3","PLA2G4A","CMGC"
"PLK1","RAP1GAP","OTHER"
"SRC","KCNJ1","TK"
"CAMK2A","GRIA4","CAMK"
"SRC","GLRB","TK"
"JAK2","LEPR","TK"
"CSNK2A1","PIP4K2A","CMGC"
"PRKACA","SOX9","AGC"
"PRKACA","KCNJ3","AGC"
"FLT3","IDH2","TK"
"PAK1","PXN","STE"
"PRKAA1","NR2C2","CAMK"
"PINK1","TUFM","OTHER"
"MAPK3","AMPH","CMGC"
"MAPK1","AMPH","CMGC"
"CSNK2A1","AMPH","CMGC"
"CSNK2A1","CDC34","CMGC"
"MAPK3","PCYT1A","CMGC"
"MAPK1","PCYT1A","CMGC"
"CDC7","MCM2","OTHER"
"CDK7","MCM2","CMGC"
"CSNK2A1","MCM2","CMGC"
"PRKCG","PSEN1","AGC"
"PRKCB","PSEN1","AGC"
"PRKCA","PSEN1","AGC"
"MAPK3","NUP153","CMGC"
"PRKAA2","TSC2","CAMK"
"AKT2","TSC2","AGC"
"PRKCH","GSK3A","AGC"
"RPS6KA3","GSK3A","AGC"
"CAMK2B","GSK3A","CAMK"
"MAPK14","GSK3B","CMGC"
"PRKCA","GSK3B","AGC"
"PRKCH","GSK3B","AGC"
"AKT2","GSK3B","AGC"
"AKT3","GSK3B","AGC"
"MAP4K5","GSK3B","STE"
"AKT1","CDKN1C","AGC"
"PLK1","MRE11","OTHER"
"GSK3B","MNX1","CMGC"
"SRC","MMP14","TK"
"ATM","PEX5","ATYPICAL"
"PRKAA2","VASP","CAMK"
"RPS6KA1","VASP","AGC"
"MAPK3","TOB1","CMGC"
"MTOR","DAP","ATYPICAL"
"PRKCD","DAP3","AGC"
"TYK2","DUSP3","TK"
"CSNK2A1","CAV2","CMGC"
"SRC","RPS6KA3","TK"
"FYN","RPS6KA3","TK"
"FLT4","RPS6KA3","TK"
"FYN","PGD","TK"
"PRKAA1","KPNA2","CAMK"
"MAP3K1","MAP2K6","STE"
"PRKACA","ARHGDIA","AGC"
"SRC","ARHGDIA","TK"
"PRKCA","ARHGDIB","AGC"
"SRC","ARHGDIB","TK"
"FYN","CHN2","TK"
"SRC","CHN2","TK"
"AKT1","HK2","AGC"
"CSNK2A1","CAPZA1","CMGC"
"CDK1","NUP98","CMGC"
"MAP3K8","PLK1","STE"
"ABL1","PLK1","TK"
"PRKD1","ARFIP1","CAMK"
"CSNK2A1","FOSB","CMGC"
"MAP3K3","RCAN1","STE"
"GSK3B","ATXN3","CMGC"
"MAPK8","ATN1","CMGC"
"MAPK9","ATN1","CMGC"
"PLK1","TERF1","OTHER"
"CSNK2A1","TERF1","CMGC"
"PRKACA","MYOM2","AGC"
"AKT1","USP14","AGC"
"PRKACA","PRKAA2","AGC"
"CAMKK2","PRKAA2","OTHER"
"OXSR1","SLC12A3","STE"
